news_name,label
Musk visits Israel,1
Bears outlast Vikings,1
Rosalynn Carter,1
New Mexico State throttles Auburn 31-10 for first win over SEC team,1
New York City FC faces the Chicago Fire in conference action,1
Watkins’ 4 TD day helps carry Villanova past New Hampshire 45-33,1
"FBI offers $10,000 reward for info leading to capture of Jan. 6 attack fugitive from New Jersey",1
No. 16 Kentucky starts season at home against New Mexico State,1
Chargers’ defense under Brandon Staley reaches new lows in shootout loss to Lions,1
Winnipeg hosts New York after Lowry’s 2-goal game,1
New Jersey plays Minnesota after Haula’s 2-goal performance,1
New exhibition showcases history of Art Deco posters,1
"Most New Mexico families with infants exposed to drugs skip subsidized treatment, study says",1
Guest lineups for the Sunday news shows,1
No. 23 Saint Mary’s (CA) takes on New Mexico in non-conference showdown,1
New England Revolution bring home winning streak into matchup with the New York Red Bulls,1
Perfect record leaves host India as favorites over New Zealand in Cricket World Cup semifinal,1
China says it wants to bolster climate cooperation with US as California Gov. Newsom visits Beijing,1
"Keller scores 18 points, Marsh has double-double and Oklahoma State beats New Orleans 96-68",1
Australia and New Zealand rivalry is renewed in a Himalayan setting at the Cricket World Cup,1
3 New Zealand political leaders say they’ve reached agreement to form next government,1
Russia outlaws critical news outlet as ‘undesirable’ in continued crackdown on dissent,1
"New York’s high court will hear redistricting case, as Democrats angle to retake US House",1
New Mexico State earns 84-49 victory over Sul Ross State,1
Ohtani’s second straight MVP award cranks out extra editions in Japanese newspapers,1
Gas explosion and fire injures several in village north of New York City,1
A new European tour season starts in Australia and South Africa,1
"Albertson kicks 52-yard FG as time expires, New Mexico St. beats Jacksonville State 20-17",1
"New York Mets hiring Yankees bench coach Carlos Mendoza as manager, AP source says",1
"National Air Races get bids for new home in California, Utah, Arizona, New Mexico, Colorado, Wyoming",1
Former New York Mets catcher Ron Hodges dies at 74,1
Boston TPC will be the site of a new $3.5 million event on the LPGA Tour in 2024,1
"With rosters and staff in place, new women’s pro hockey league ready to open training camps",1
Israel-Hamas war,1
Frank Reich fired,1
Musk visits Israel,1
Bears outlast Vikings,1
Rosalynn Carter,1
A history of New Zealand vs South Africa at the Rugby World Cup,1
"Family, friends gather to celebrate Rowan Wilson’s ascension to chief judge of New York",1
"BBC News effort tries to popularize new reporting methods, boost transparency",1
"Thomas scores 20, Northern Colorado beats Northern New Mexico 81-60",1
California Gov. Gavin Newsom is traveling to China to talk climate change,1
NOT REAL NEWS: A look at what didn’t happen this week,1
Democrat takes narrow lead over Republican Assembly incumbent in New Jersey contest,1
Susan Sarandon joins hundreds at New York rally in support of Palestinians in Gaza Strip,1
Wendy McMahon and Ingrid Ciprian-Matthews take lead news executive roles at CBS,1
McKenzie 4TDs doubles season total and Rhode Island beats New Hampshire in OT,1
New Mexico Lobos tip off season at home against the Texas Southern Tigers,1
Columbus takes on New York following Bemstrom’s 2-goal performance,1
New Thai prime minister pays friendly visit to neighboring Cambodia’s own new leader,1
The NFL’s youth movement at quarterback reaches a new milestone,1
California Gov. Newsom signs law to slowly raise health care workers’ minimum wage to $25 per hour,1
"Facial recognition can help conserve seals, scientists say",1
Smith & Wesson celebrates new headquarters opening in gun-friendly Tennessee,1
Alaska faces new backlog in processing food stamp benefits after clearing older applications,1
Game vs. Messi’s Miami not included in New York Red Bulls’ home opener ticket promotion,1
Johnson scores 18 and Southern Illinois defeats New Mexico State 81-54,1
New Orleans civil rights activist’s family home listed on National Register of Historic Places,1
New doc is ‘emotional rollercoaster’ for Beckham,1
Apple’s new iPhones get faster chips. better cameras and new charging ports,1
Biden says latest jobs numbers are good news for the economy,1
California Gov. Gavin Newsom signs law requiring big businesses to disclose emissions,1
"Donald Trump in New York, going to court on Tuesday",1
Eaglestaff’s 23 help North Dakota down New Orleans 71-69 in OT at Central Arkansas Classic,1
New England Revolution visit the Philadelphia Union in opening round of MLS Cup Playoffs,1
Google set to remove news links in Canada over online news law,1
Lawsuit to block New York’s ban on gas stoves is filed by gas and construction groups,1
Israel-Hamas war,1
Frank Reich fired,1
Musk visits Israel,1
Bears outlast Vikings,1
Rosalynn Carter,1
Man accused of threatening shooting at New Hampshire school changes plea to guilty,1
"Masks are back, construction banned and schools shut as toxic air engulfs New Delhi",1
Las Vegas looks to clinch WNBA Finals against New York in game 4,1
Japanese actor-director Kitano says his new film explores homosexual relations in the samurai world,1
Slovakia’s president is ready to swear in a new Cabinet after partner replaces ministry nominee,1
‘ABC World News’ anchor David Muir chosen for Arizona State University’s Cronkite Award,1
Pair arrested in Massachusetts suspected in successful and attempted carjackings in New Hampshire,1
Slovakia’s new government announces a massive deployment at the Hungarian border to curb migration,1
"MLB owners approve A’s move from Oakland to Las Vegas, with a new ballpark to open in 2028",1
"A new version of the diabetes drug Mounjaro can be used for weight loss, FDA says",1
Albuquerque International Balloon Fiesta brings colorful displays to the New Mexico sky,1
New Mexico State wins fourth straight game for the first time since 2002,1
Airbnb limits some new reservations in New York City as short-term rental regulations go into effect,1
Cosplayers descend on New York for sold-out Comic-Con,1
New Jersey first lady Tammy Murphy announces run for US Senate seat in 2024,1
Hill’s 21 lead Fresno State over New Mexico State 81-76 in OT at the Cancun Challenge,1
New Hampshire’s presidential primary filing period opens with candidates critical of Biden and Trump,1
The Netherlands’ longtime ruling party says it won’t join a new government following far-right’s win,1
Biden hails ‘new era’ of ties between US and Indonesia,1
"In big year for labor, California Gov. Gavin Newsom delivers both wins and surprises",1
Ethics chairman launches a new bid to expel George Santos after a withering report on his conduct,1
Former Fox News reporter says in lawsuit he was fired after challenging Jan. 6 coverage,1
South Africa stands alone at Rugby World Cup summit as new eras beckon everywhere,1
"With a new coach and a parade of new faces, Cincinnati will try to step up in the Big 12",1
"Transgender residents in North Carolina, Montana file lawsuits challenging new state restrictions",1
New Mexico county official could face a recall over Spanish conquistador statue controversy,1
New Philanthropy Roundtable CEO Christie Herrera ready to fight for donor privacy,1
California Gov. Gavin Newsom vetoes bill aimed at limiting the price of insulin,1
Residents are at a loss after newspaper that bound community together shuts in declining coal county,1
"New York opened a 1-year ‘window’ to sue for past sexual assaults on adults, thousands filed",1
Israel-Hamas war,1
Frank Reich fired,1
Musk visits Israel,1
Bears outlast Vikings,1
Rosalynn Carter,1
The Supreme Court will hear an NRA appeal in a dispute with a former New York state official,1
Connecticut judge sets new primary date for mayor’s race tainted by alleged ballot box stuffing,1
"Too many schools are underperforming, top New Mexico education official says",1
"Maiava, Davis lead UNLV in 56-14 rout of New Mexico",1
New Zealand test cricketer Henry Nicholls to face ball tampering charge,1
"Transgender minors in Nebraska, their families and doctors brace for a new law limiting treatment",1
New England Revolution take on the Columbus Crew in conference matchup,1
A Moroccan cobalt mine denies claims of arsenic-contaminated local water. Automakers are concerned,1
Sony unveils new video game controller for disabled gamers,1
Chancellor Olaf Scholz and state governors agree on new measures to curb migration to Germany,1
A salty problem for people near the mouth of the Mississippi is a wakeup call for New Orleans,1
A new RSV shot for infants is in short supply,1
"The Moscow Times, noted for its English coverage of Russia, is declared a ‘foreign agent’",1
California Gov. Gavin Newsom vetoes bill that would have decriminalized psychedelic mushrooms,1
Man fatally shot while hunting in western New York state,1
"More parks, less money: Advocates say Mexico’s new budget doesn’t add up for natural protected areas",1
Stellar women’s field takes aim at New York City Marathon record on Sunday,1
Former New Mexico State players charged with sex crimes in locker-room hazing case,1
Buck Showalter fired as New York Mets manager,1
New York to allow ‘X’ gender option for public assistance applicants,1
Photographer found shot to death in violence plagued Mexican border city of Ciudad Juarez,1
Guest lineups for the Sunday news shows,1
Panama president signs into law a moratorium on new mining concessions. A Canadian mine is untouched,1
"Republicans appear no closer to choosing a new leader, AP explains",1
Raiders receive encouraging news on QB Jimmy Garoppolo’s back injury,1
Germany’s highest court overturns a reform that allowed for new trials after acquittals,1
Jesper Bratt starts third-period surge as New Jersey Devils beat Pittsburgh Penguins 5-2,1
New York Muslims denounce Israeli attacks in Gaza,1
New Zealand’s ex-Premier Jacinda Ardern will join conservation group to rally for environment action,1
NOT REAL NEWS: A look at what didn’t happen this week,1
Israel-Hamas war,1
Frank Reich fired,1
Musk visits Israel,1
Bears outlast Vikings,1
Rosalynn Carter,1
AP Top News at 2:07 a.m. EST,1
"New California law raises minimum wage for fast food workers to $20 per hour, among nation’s highest",1
"Major League Soccer playoffs kick off with a new format, a best-of-3 first-round series",1
"Russia names new air force leader replacing rebellion-tied general, state news reports",1
Accuser sues Bill Cosby for alleged abuse dating to 1980s under expiring New York survivors law,1
Climate change in Texas school textbooks is causing friction in America’s biggest oil and gas state,1
Rams announce their plan to build a new training complex in Woodland Hills,1
Andrew Cuomo accused of sexual harassment by former aide in new legal filing,1
Trump’s lawyers want a mistrial in his New York civil fraud case. They claim the judge is biased,1
New Mexico attorney general accuses landowners of preventing public access to the Pecos River,1
The European Union commissioner urges Montenegro’s new government to push ahead with EU integration,1
"Louisiana lawmakers have until Jan. 15 to enact new congressional map, court says",1
New England Revolution face Charlotte FC in conference play,1
CBS News effort shows the growth in solutions journalism to combat bad news fatigue,1
New Jersey hosts Florida after Bratt’s 2-goal game,1
LGBTQ+ Pride Month reaches its grand crescendo on city streets from New York to San Francisco,1
Wisconsin wildlife officials approve new wolf management plan with no population goal,1
AP Top News at 10:30 p.m. EST,1
"As a transgender woman, a New York City subway icon finds her own voice",1
Johnson’s 18 points lead New Orleans past DIII-member Millsaps 100-70,1
So Biden’s a no-show on the New Hampshire primary ballot. What happens next?,1
"New Jersey house explosion hospitalizes 5 people, police say",1
Court sides with New Hampshire school districts in latest education funding case,1
Charlotte FC visits the New York Red Bulls in first round of MLS Cup Playoffs,1
AP Top News at 11:45 p.m. EST,1
"Moroccan archaeologists unearth new ruins at Chellah, a tourism-friendly ancient port near Rabat",1
New organic rules announced by USDA tighten restrictions on livestock and poultry producers,1
"Mashburn’s 29, Dent’s game-winner lead New Mexico past UT Arlington, 82-80",1
Breaking News,1
New Jersey police capture man accused of shoving woman into moving NYC subway train,1
Israel-Hamas war,1
Frank Reich fired,1
Musk visits Israel,1
Bears outlast Vikings,1
Rosalynn Carter,1
New Jersey takes on Arizona following Hughes’ 2-goal showing,1
Bob Dylan publisher sorry for $600 book’s replica autographs,1
New York’s cannabis board votes to settle lawsuits that have stalled legal dispensaries,1
Former officer who shot Breonna Taylor points gun at suspect during arrest in new job,1
New York visits Columbus after Kreider’s 2-goal game,1
"Louisiana and Amtrak agree to revive train service between New Orleans, Baton Rouge",1
California Gov. Gavin Newsom signs law to protect doctors who mail abortion pills to other states,1
‘Neighbours’ returns with new plot twists,1
Shanto to captain Bangladesh in two-test series against New Zealand,1
Rupert Murdoch’s surprise exit from Fox leaves son Lachlan in line of succession at media empire,1
AP Top News at 11:56 p.m. EST,1
Libya: devastating floods reveal new ancient structures,1
Cricket World Cup talking points ahead of India-New Zealand and Australia-South Africa semifinals,1
Rep. George Santos faces new charges as House Republicans renew calls to expel him,1
Zeroed in: Browns cornerback Greg Newsome II hopes number change leads to big interception numbers,1
New men’s global rugby competition starting in 2026 hailed and assailed,1
New citizens take oath on Battleship New Jersey,1
New York judge fired for pointing gun at a Black man in court,1
Donald Trump is dominating the GOP primary and settling into a new role: Defendant,1
Golden Globes find new home at CBS after years of scandal,1
New Moschino creative director dies of sudden illness just days after joining Milan-based brand,1
AP Top News at 11:36 p.m. EST,1
New Zealand bowler Matt Henry ruled out of Cricket World Cup. Kyle Jamieson comes in as replacement,1
Florida art dealer pleads guilty in Warhol forgery scheme,1
Massachusetts forms new state police unit to help combat hate crimes,1
A horse loose on a flight to Belgium forces a cargo jet back to New York,1
The Newsy news network is rebranding itself as Scripps News,1
Man convicted in death of woman whose body was found in duffel bag along rural road,1
Biden administration announces more new funding for rural broadband infrastructure,1
New Mexico governor: state agencies must switch to all-electric vehicle fleet by the year 2035,1
Israel-Hamas war,1
Frank Reich fired,1
Musk visits Israel,1
Bears outlast Vikings,1
Rosalynn Carter,1
Republican Tim Scott shifts presidential campaign staff from New Hampshire to go ‘all in on Iowa’,1
Tight end Darren Waller has brought a new excitement to the New York Giants offense,1
Guest lineups for the Sunday news shows,1
Pararescue Specialists set new skydiving world record,1
Police in Haiti detain a new suspect in the 2021 slaying of President Jovenel Moïse,1
AP Top News at 11:09 p.m. EST,1
New southern Wisconsin 353 area code goes into effect in September,1
Man living in woods convicted of murder in shooting deaths of retired New Hampshire couple,1
Bangladesh 104-2 at lunch after winning the toss and batting in series-opener against New Zealand,1
"New Hampshire’s presidential primary ballots will have 24 Republicans and 21 Democrats, but no Biden",1
"Croskey-Merritt runs for 204 yards, 2 TDs; New Mexico beats Fresno State 25-17",1
New York selects 3 offshore wind projects as it transitions to renewable energy,1
Illinois Senate approves plan to allow new nuclear reactors,1
"ACC releases new football scheduling model to add California, Stanford and SMU in ’24",1
NBA releases new court designs for in-season tournament games,1
The Lions take fourth-down aggressiveness to a new level in their win over the Chargers,1
Alabama state Rep. Jeremy Gray announces bid for Congress in new Democratic-leaning district,1
AP Top News at 11:56 p.m. EST,1
New York Mets play the Arizona Diamondbacks Wednesday,1
"National Women’s Soccer League announces new media deal with CBS, ESPN, Prime Video and Scripps’ ION",1
Federal agents search home of a top fundraiser for New York City Mayor Eric Adams,1
Mexico’s president vows to eliminate national news agency,1
"Orsted scraps 2 offshore wind power projects in New Jersey, citing supply chain issues",1
New Alabama congressional district draws sprawling field as Democrats eye flip,1
Things to know about California’s new proposed rules for insurance companies,1
Senior Australian public servant steps aside during probe of encrypted texts to premiers’ friend,1
"Vesey puts New York ahead, Krieder scores 2, Rangers beat Bruins 7-4 in matchup of East’s top teams",1
Boeing deliveries of new jets dip as the company and a key supplier struggle with production flaws,1
"New York can resume family DNA searches for crime suspects, court rules",1
AP news site hit by apparent denial-of-service attack,1
Israel-Hamas war,1
Frank Reich fired,1
Musk visits Israel,1
Bears outlast Vikings,1
Rosalynn Carter,1
"Olympic organizers to release more than 400,000 new tickets for the Paris Games and Paralympics",1
"Democrats pick up five seats in New Jersey’s Assembly, bouncing back from deep 2021 losses",1
National institute will build on New Hampshire’s recovery-friendly workplace program,1
"Christopher Luxon sworn in as New Zealand prime minister, says priority is to improve economy",1
"Anne Kirkpatrick, a veteran cop but newcomer to New Orleans, gets city council OK as police chief",1
AP Top News at 11:55 p.m. EST,1
A gas explosion at a building north of New York City injures 10,1
"The Rolling Stones announce release date for their new album and unveil lead single, ‘Angry’",1
"The New Hampshire-Canada border is small, but patrols are about to increase in a big way",1
Ukraine faces grim start to 2023 after fresh Russian attacks,1
"Take heart, it looks like China could send new pandas to the US",1
Report: Abortion declined significantly in North Carolina in first month after new restrictions,1
Orange outlast New Hampshire in Autry’s first game as Syracuse’s head coach,1
Williams scores game-winner off broken play in 2OT; Utah State beats New Mexico to clinch bowl berth,1
Dozens arrested at New York climate protest,1
Notre Dame and NBC agree to new deal for Fighting Irish football that extends through 2029,1
New Zealand edges closer to semifinal with clinical win over Sri Lanka at Cricket World Cup,1
Britain approves new North Sea oil drilling in welcome news for the industry but not activists,1
"Lyles wins mayoral election again in Charlotte, while Durham and Chapel Hill choose new leaders",1
Toronto takes road losing streak into matchup with the New York Red Bulls,1
AP Top News at 11:51 p.m. EST,1
Seven-wicket Shami destroys New Zealand’s hopes at Cricket World Cup,1
"New Jersey governor spent $12K on stadium events, including a Taylor Swift concert",1
Saints receiver Chris Olave arrested on reckless driving charge in New Orleans suburb,1
EU moves closer to imposing a new set of sanctions on Russia for its war on Ukraine,1
Residents battling a new train line in northern Mexico face a wall of government secrecy,1
"A century after her birth, opera great Maria Callas is honored with a new museum in Greece",1
Beckham opens up about family in new documentary,1
Fernandez and the New York Red Bulls host the Chicago Fire,1
DeSantis ratchets up feud with Newsom and dares California governor to take on Biden in 2024,1
Israel-Hamas war,1
Frank Reich fired,1
Musk visits Israel,1
Bears outlast Vikings,1
Rosalynn Carter,1
DeSantis ratchets up feud with Newsom and dares California governor to take on Biden in 2024,1
Pilot dies in crash of an ultralight in central New Mexico,1
Canadian autoworkers ratify new labor agreement with Ford,1
Rob Dillingham scores 17 points as No. 16 Kentucky beats New Mexico State 86-46,1
Searchers recover body of pilot of a small plane that crashed into a New Hampshire lake,1
Canada wildfire evacuees can’t get news media on Facebook and Instagram. Some find workarounds,1
US labor board delays new employment rule after business groups sue,1
New Zealand’s final election count means incoming premier Christopher Luxon needs broader support,1
2 Chainz: new joint-Lil Wayne album is complete,1
Orlando City brings shutout streak into matchup against the New England Revolution,1
"Overhaul of Ohio’s K-12 education system is unconstitutional, new lawsuit says",1
The Afghan Embassy says it’s permanently closing in New Delhi over challenges from India,1
Bob Woodruff returns to Iraq roadside where bomb nearly killed him 17 years ago,1
Kiwis return with new wingsail while SailGP celebrates an anniversary for female sailors,1
Chicago suburb drops citations against reporter for asking too many questions,1
New Mexico fires Danny Gonzales after he goes 11-32 over four seasons,1
AP Top News at 11:16 p.m. EST,1
Congress approves temporary funding and pushes the fight over the federal budget into the new year,1
Myanmar military court sentences general ousted from ruling council to 5 years for corruption,1
California Gov. Newsom will pick Feinstein’s replacement. He pledged in past to choose a Black woman,1
Mississippi State hires Oklahoma offensive coordinator Jeff Lebby to be its new head coach,1
New York Gov. Kathy Hochul says she will travel to Israel on a ‘solidarity mission’,1
Erik Haula scores twice as New Jersey Devils beat Buffalo Sabres 5-4,1
New Zealand immigration hits an all-time high as movement surges following pandemic lull,1
Mississippi drops charges in killing of former state lawmaker but says new charges are possible,1
Rifts in Europe over irregular migration remain even after ‘success’ of new EU deal,1
Hezbollah says it is introducing new weapons in ongoing battles with Israeli troops,1
Guest lineups for the Sunday news shows,1
New clues in FBI’s secretive dig for Civil War gold,1
"Military-ruled Myanmar hosts joint naval exercise with Russia, its close ally and top arms supplier",1
